year,region,population,status,population_growth_pct
1951,Alberta,950000,,
1952,Alberta,985000,,3.6842105263157787
1953,Alberta,1029000,,4.467005076142128
1954,Alberta,1070000,,3.9844509232264347
1955,Alberta,1102000,,2.990654205607468
1956,Alberta,1136000,,3.085299455535395
1957,Alberta,1179000,,3.785211267605626
1958,Alberta,1221000,,3.562340966921118
1959,Alberta,1263000,,3.439803439803435
1960,Alberta,1307000,,3.4837688044338844
1961,Alberta,1345000,,2.9074215761285327
1962,Alberta,1382000,,2.750929368029742
1963,Alberta,1414000,,2.315484804630974
1964,Alberta,1436000,,1.555869872701554
1965,Alberta,1453000,,1.1838440111420656
1966,Alberta,1470000,,1.169993117687551
1967,Alberta,1501000,,2.1088435374149617
1968,Alberta,1536000,,2.3317788141239193
1969,Alberta,1571000,,2.278645833333326
1970,Alberta,1607000,,2.291534054742206
1971,Alberta,1675638,,4.271188550093341
1972,Alberta,1705519,,1.7832610623535583
1973,Alberta,1735396,,1.7517834747077021
1974,Alberta,1769880,,1.9870968931586797
1975,Alberta,1825051,,3.117216986462368
1976,Alberta,1896466,,3.9130413341873727
1977,Alberta,1974721,,4.12635923871032
1978,Alberta,2047919,,3.7067514853997174
1979,Alberta,2128647,,3.941952782312197
1980,Alberta,2227159,,4.627916230356655
1981,Alberta,2319715,,4.155787709813263
1982,Alberta,2378405,,2.530052183134557
1983,Alberta,2394239,,0.6657402755207764
1984,Alberta,2390913,,-0.13891679151496472
1985,Alberta,2407001,,0.6728810291298792
1986,Alberta,2429949,,0.9533855615348807
1987,Alberta,2437537,,0.31226992829891387
1988,Alberta,2465242,,1.136598131638622
1989,Alberta,2507203,,1.7021047020941538
1990,Alberta,2563142,,2.231131663451258
1991,Alberta,2604031,,1.5952686195302546
1992,Alberta,2643421,,1.5126548032646348
1993,Alberta,2678623,,1.3316834511037046
1994,Alberta,2709011,,1.1344634911295781
1995,Alberta,2745255,,1.3379052355269039
1996,Alberta,2789691,,1.6186474480512691
1997,Alberta,2847526,,2.0731686771043867
1998,Alberta,2915781,,2.3969930388695326
1999,Alberta,2966682,,1.7457072393296968
2000,Alberta,3016947,,1.6943170855521439
2001,Alberta,3078756,,2.0487267426308797
2002,Alberta,3145227,,2.159021370969305
2003,Alberta,3198059,,1.6797515727799528
2004,Alberta,3260721,,1.959375983995293
2005,Alberta,3346802,,2.6399376088907855
2006,Alberta,3453945,,3.2013546065766674
2007,Alberta,3533414,,2.3008183396087567
2008,Alberta,3619319,,2.4312180797381844
2009,Alberta,3694318,,2.0721854028340703
2010,Alberta,3747235,,1.432388873941015
2011,Alberta,3805071,,1.5434313567203484
2012,Alberta,3897746,,2.4355655912859486
2013,Alberta,4008421,,2.8394615759980146
2014,Alberta,4103702,,2.377020777009209
2015,Alberta,4163048,,1.446157640101542
2016,Alberta,4207139,,1.0591038104773132
2017,Alberta,4253530,,1.102673336916138
2018,Alberta,4311439,,1.3614339148895205
2019,Alberta,4376860,,1.5173820156100915
2020,Alberta,4412013,,0.8031556869536605
2021,Alberta,4451129,,0.8865794366426316
2022,Alberta,4560275,,2.452096984832397
2023,Alberta,4752173,,4.208035699601442
2024,Alberta,4957075,,4.311753801892304
2025,Alberta,5040871,,1.6904323618262884
2026,Alberta,5057077,,0.3214920596063653
1951,British Columbia,1179000,,
1952,British Columbia,1222000,,3.647158608990675
1953,British Columbia,1265000,,3.5188216039279796
1954,British Columbia,1311000,,3.6363636363636376
1955,British Columbia,1362000,,3.89016018306636
1956,British Columbia,1426000,,4.698972099853149
1957,British Columbia,1511000,,5.960729312762969
1958,British Columbia,1548000,,2.4487094639311646
1959,British Columbia,1580000,,2.067183462532296
1960,British Columbia,1614000,,2.1518987341772045
1961,British Columbia,1640000,,1.610904584882289
1962,British Columbia,1674000,,2.073170731707319
1963,British Columbia,1716000,,2.508960573476693
1964,British Columbia,1765000,,2.8554778554778615
1965,British Columbia,1827000,,3.5127478753541164
1966,British Columbia,1905000,,4.269293924466333
1967,British Columbia,1970000,,3.4120734908136496
1968,British Columbia,2023000,,2.6903553299492344
1969,British Columbia,2082000,,2.9164607019278366
1970,British Columbia,2152000,,3.3621517771373677
1971,British Columbia,2258651,,4.955901486988856
1972,British Columbia,2318552,,2.6520697531402515
1973,British Columbia,2386932,,2.949254534726853
1974,British Columbia,2461396,,3.1196531782220926
1975,British Columbia,2510751,,2.0051629238042157
1976,British Columbia,2546813,,1.4363033211975296
1977,British Columbia,2586668,,1.5648969908666155
1978,British Columbia,2632020,,1.7532980653102825
1979,British Columbia,2691121,,2.2454616606256694
1980,British Columbia,2773680,,3.067829354384277
1981,British Columbia,2845212,,2.578956476594274
1982,British Columbia,2885875,,1.429172940364376
1983,British Columbia,2919166,,1.1535842682028896
1984,British Columbia,2956332,,1.2731718579895857
1985,British Columbia,2984237,,0.9439061648015112
1986,British Columbia,3015876,,1.0602039985430078
1987,British Columbia,3068995,,1.7613124677539727
1988,British Columbia,3141854,,2.3740344966348914
1989,British Columbia,3229220,,2.7807148263413906
1990,British Columbia,3322896,,2.90088628213625
1991,British Columbia,3404049,,2.442237132910563
1992,British Columbia,3502209,,2.8836247656834457
1993,British Columbia,3601746,,2.8421205016605278
1994,British Columbia,3711468,,3.04635585074573
1995,British Columbia,3805461,,2.5325019641823765
1996,British Columbia,3899256,,2.4647473722631874
1997,British Columbia,3964677,,1.6777816075682184
1998,British Columbia,3990451,,0.6500907892370567
1999,British Columbia,4021600,,0.7805884598006685
2000,British Columbia,4049297,,0.6887059876665935
2001,British Columbia,4085595,,0.8964025113495033
2002,British Columbia,4108351,,0.5569812964819176
2003,British Columbia,4134598,,0.6388694636850545
2004,British Columbia,4167802,,0.8030768650301612
2005,British Columbia,4212674,,1.0766346385936654
2006,British Columbia,4258653,,1.091444531430641
2007,British Columbia,4312048,,1.2538002039611973
2008,British Columbia,4371128,,1.3701146183901391
2009,British Columbia,4431587,,1.3831441220664376
2010,British Columbia,4483613,,1.1739812396778015
2011,British Columbia,4529186,,1.0164347368963433
2012,British Columbia,4594846,,1.4497086231389122
2013,British Columbia,4663919,,1.5032712739447618
2014,British Columbia,4743505,,1.7064190008445612
2015,British Columbia,4795547,,1.0971212215439952
2016,British Columbia,4886638,,1.899491340612447
2017,British Columbia,4962706,,1.5566530608569717
2018,British Columbia,5052131,,1.8019403124021505
2019,British Columbia,5148047,,1.8985255924678146
2020,British Columbia,5173896,,0.5021127429489347
2021,British Columbia,5269491,,1.847640540126827
2022,British Columbia,5406059,,2.5916734652360107
2023,British Columbia,5572694,,3.082374794651699
2024,British Columbia,5696852,,2.2279708880480475
2025,British Columbia,5683201,,-0.23962356754221315
2026,British Columbia,5646420,,-0.6471880899514226
1946,Canada,12393000,,
1947,Canada,12646000,,2.0414750262244707
1948,Canada,12930000,,2.245769413253207
1949,Canada,13548000,,4.77958236658933
1950,Canada,13807000,,1.9117212872748812
1951,Canada,14163000,,2.5784022597233225
1952,Canada,14598000,,3.07138318152933
1953,Canada,15001000,,2.7606521441293275
1954,Canada,15444000,,2.953136457569494
1955,Canada,15834000,,2.5252525252525304
1956,Canada,16235000,,2.53252494631806
1957,Canada,16810000,,3.541730828457035
1958,Canada,17225000,,2.4687685901249257
1959,Canada,17624000,,2.316400580551514
1960,Canada,18009000,,2.1845211075805615
1961,Canada,18363000,,1.965683824754283
1962,Canada,18708000,,1.8787779774546598
1963,Canada,19061000,,1.8868933076758632
1964,Canada,19420000,,1.8834268926079423
1965,Canada,19777000,,1.8383110195674623
1966,Canada,20146000,,1.8658037113819192
1967,Canada,20509000,,1.8018465204010736
1968,Canada,20814000,,1.487151982056667
1969,Canada,21111000,,1.4269241856442738
1970,Canada,21400000,,1.3689545734451247
1971,Canada,22039243,,2.987116822429914
1972,Canada,22288499,,1.130964434667736
1973,Canada,22570338,,1.2645041732060935
1974,Canada,22907390,,1.4933405073508377
1975,Canada,23240585,,1.4545306121736212
1976,Canada,23533565,,1.2606395234887602
1977,Canada,23801445,,1.138289077749155
1978,Canada,24025447,,0.941127734051439
1979,Canada,24279044,,1.0555349917110712
1980,Canada,24603534,,1.3365023762879735
1981,Canada,24920120,,1.2867501067123088
1982,Canada,25193538,,1.097177702194041
1983,Canada,25434150,,0.9550544270518824
1984,Canada,25677668,,0.9574450099570919
1985,Canada,25914797,,0.9234833942085352
1986,Canada,26187639,,1.0528425131016927
1987,Canada,26542370,,1.3545741943364886
1988,Canada,26932655,,1.470422573417518
1989,Canada,27402695,,1.7452419748442916
1990,Canada,27807591,,1.477577296685606
1991,Canada,28127327,,1.1498155305865954
1992,Canada,28474177,,1.233142416981181
1993,Canada,28786619,,1.0972819337324413
1994,Canada,29096372,,1.0760311935208433
1995,Canada,29396274,,1.0307195687489834
1996,Canada,29708206,,1.0611276789704638
1997,Canada,29994790,,0.9646627601814783
1998,Canada,30231639,,0.7896337997365555
1999,Canada,30492106,,0.8615708860508775
2000,Canada,30783969,,0.957175604728655
2001,Canada,31128873,,1.1204013361629794
2002,Canada,31450677,,1.0337797966537332
2003,Canada,31736141,,0.9076561372589831
2004,Canada,32038207,,0.9518044427644812
2005,Canada,32353311,,0.9835257010481158
2006,Canada,32680839,,1.0123477006727333
2007,Canada,33001918,,0.9824686569399166
2008,Canada,33372978,,1.1243588933224968
2009,Canada,33758581,,1.1554347951806987
2010,Canada,34132531,,1.1077183605554985
2011,Canada,34457713,,0.9527040347520721
2012,Canada,34834973,,1.0948492141657828
2013,Canada,35209597,,1.0754249759286516
2014,Canada,35555305,,0.9818573044161782
2015,Canada,35823591,,0.7545596922878373
2016,Canada,36257421,,1.2110176224376934
2017,Canada,36722075,,1.281541784232254
2018,Canada,37259485,,1.4634521605873196
2019,Canada,37828162,,1.526261031251508
2020,Canada,38027406,,0.5267081176188348
2021,Canada,38460257,,1.1382606533824502
2022,Canada,39284491,,2.1430798031328857
2023,Canada,40467722,,3.0119545140600223
2024,Canada,41494132,,2.5363671323036074
2025,Canada,41575585,,0.1963000455100561
2026,Canada,41417056,,-0.3813031133536704
1951,Manitoba,784000,,
1952,Manitoba,802000,,2.2959183673469497
1953,Manitoba,814000,,1.4962593516209433
1954,Manitoba,830000,,1.9656019656019597
1955,Manitoba,844000,,1.6867469879518149
1956,Manitoba,852000,,0.9478672985782088
1957,Manitoba,863000,,1.2910798122065748
1958,Manitoba,881000,,2.085747392815751
1959,Manitoba,896000,,1.7026106696935273
1960,Manitoba,911000,,1.6741071428571397
1961,Manitoba,927000,,1.7563117453347932
1962,Manitoba,940000,,1.4023732470334505
1963,Manitoba,953000,,1.382978723404249
1964,Manitoba,961000,,0.8394543546694555
1965,Manitoba,963000,,0.20811654526535772
1966,Manitoba,959000,,-0.41536863966770143
1967,Manitoba,966000,,0.7299270072992803
1968,Manitoba,974000,,0.8281573498964745
1969,Manitoba,979000,,0.5133470225872738
1970,Manitoba,982000,,0.3064351378958108
1971,Manitoba,998957,,1.7267820773930742
1972,Manitoba,1001682,,0.2727845142483698
1973,Manitoba,1008908,,0.721386627692211
1974,Manitoba,1018954,,0.99573003683191
1975,Manitoba,1026093,,0.7006204401768912
1976,Manitoba,1033171,,0.6898010219346551
