REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1995-09,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.999,,,,3
1995-09,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,19.492,,,,3
1995-09,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,38.592,,,,3
1995-09,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.661,,,,3
1995-09,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.407,,,,3
1995-09,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.816,,,,3
1995-09,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,13.438,,,,3
1995-09,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,28.149,,,,3
1995-10,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,110.648,,,,3
1995-10,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.016,,,,3
1995-10,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.781,,,,3
1995-10,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.39,,,,3
1995-10,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.666,,,,3
1995-10,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.179,,,,3
1995-10,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,23.541,,,,3
1995-10,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,32.756,,,,3
1995-10,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,22.401,,,,3
1995-10,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.186,,,,3
1995-10,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.106,,,,3
1995-10,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,18.109,,,,3
1995-10,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,22.934,,,,3
1995-11,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,114.573,,,,3
1995-11,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.193,,,,3
1995-11,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.855,,,,3
1995-11,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.727,,,,3
1995-11,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.745,,,,3
1995-11,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.866,,,,3
1995-11,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.158,,,,3
1995-11,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,41.482,,,,3
1995-11,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.134,,,,3
1995-11,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.727,,,,3
1995-11,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.418,,,,3
1995-11,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,12.989,,,,3
1995-11,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,27.606,,,,3
1995-12,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,119.395,,,,3
1995-12,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.262,,,,3
1995-12,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.474,,,,3
1995-12,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.203,,,,3
1995-12,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.515,,,,3
1995-12,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.07,,,,3
1995-12,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,22.842,,,,3
1995-12,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,44.066,,,,3
1995-12,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,17.177,,,,3
1995-12,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.602,,,,3
1995-12,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.586,,,,3
1995-12,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,13.989,,,,3
1995-12,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,27.048,,,,3
1996-01,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,102.918,,,,3
1996-01,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.492,,,,3
1996-01,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.239,,,,3
1996-01,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.683,,,,3
1996-01,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.71,,,,3
1996-01,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.86,,,,3
1996-01,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,22.341,,,,3
1996-01,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,35.221,,,,3
1996-01,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.285,,,,3
1996-01,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.265,,,,3
1996-01,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.604,,,,3
1996-01,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,13.416,,,,3
1996-01,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,21.579,,,,3
1996-02,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,103.362,,,,3
1996-02,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.084,,,,3
1996-02,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.931,,,,3
1996-02,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.765,,,,3
1996-02,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.682,,,,3
1996-02,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.706,,,,3
1996-02,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,23.994,,,,3
1996-02,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,30.4,,,,3
1996-02,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.6,,,,3
1996-02,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.269,,,,3
1996-02,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.547,,,,3
1996-02,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,12.784,,,,3
1996-02,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,25.284,,,,3
1996-03,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,110.717,,,,3
1996-03,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.623,,,,3
1996-03,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.048,,,,3
1996-03,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.758,,,,3
1996-03,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.271,,,,3
1996-03,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.546,,,,3
1996-03,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,23.548,,,,3
1996-03,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,33.803,,,,3
1996-03,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,20.14,,,,3
1996-03,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.84,,,,3
1996-03,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.406,,,,3
1996-03,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,15.894,,,,3
1996-03,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,24.603,,,,3
1996-04,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,106.024,,,,3
1996-04,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.775,,,,3
1996-04,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.63,,,,3
1996-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.509,,,,3
1996-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.237,,,,3
1996-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.399,,,,3
1996-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.371,,,,3
1996-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,33.489,,,,3
1996-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.129,,,,3
1996-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.94,,,,3
1996-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.159,,,,3
1996-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,12.03,,,,3
1996-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,23.26,,,,3
1996-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,128.412,,,,3
1996-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.03,,,,3
1996-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.028,,,,3
1996-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.615,,,,3
1996-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.569,,,,3
1996-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.818,,,,3
1996-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,23.792,,,,3
1996-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,44.985,,,,3
1996-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,21.027,,,,3
1996-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.174,,,,3
1996-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.405,,,,3
1996-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,16.448,,,,3
1996-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,28.578,,,,3
1996-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,139.102,,,,3
1996-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.429,,,,3
1996-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.766,,,,3
1996-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.032,,,,3
1996-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.983,,,,3
1996-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.648,,,,3
1996-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,25.17,,,,3
1996-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,46.233,,,,3
1996-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,24.585,,,,3
1996-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.264,,,,3
1996-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.987,,,,3
1996-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,17.334,,,,3
1996-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,33.685,,,,3
1996-07,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,130.833,,,,3
1996-07,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.698,,,,3
1996-07,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.958,,,,3
1996-07,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.499,,,,3
1996-07,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.543,,,,3
1996-07,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.698,,,,3
1996-07,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.058,,,,3
1996-07,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,43.863,,,,3
1996-07,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,20.863,,,,3
1996-07,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.093,,,,3
1996-07,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.357,,,,3
1996-07,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,16.413,,,,3
1996-07,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,36.351,,,,3
1996-08,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,129.78,,,,3
1996-08,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.933,,,,3
1996-08,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.821,,,,3
1996-08,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.397,,,,3
1996-08,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.572,,,,3
1996-08,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.143,,,,3
1996-08,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,22.333,,,,3
1996-08,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,41.656,,,,3
1996-08,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,25.677,,,,3
1996-08,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.438,,,,3
1996-08,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.563,,,,3
1996-08,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,19.676,,,,3
1996-08,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,30.181,,,,3
1996-09,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,136.53,,,,3
1996-09,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.08,,,,3
1996-09,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.864,,,,3
1996-09,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.433,,,,3
1996-09,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.028,,,,3
1996-09,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.755,,,,3
1996-09,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.968,,,,3
1996-09,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,50.678,,,,3
1996-09,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,22.572,,,,3
1996-09,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.447,,,,3
1996-09,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.558,,,,3
1996-09,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,17.567,,,,3
1996-09,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,32.232,,,,3
1996-10,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,118.098,,,,3
1996-10,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.942,,,,3
1996-10,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.374,,,,3
1996-10,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.492,,,,3
1996-10,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.356,,,,3
1996-10,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.72,,,,3
1996-10,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.27,,,,3
1996-10,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,42.884,,,,3
1996-10,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,22.225,,,,3
1996-10,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.933,,,,3
1996-10,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.695,,,,3
1996-10,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,17.597,,,,3
1996-10,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,19.777,,,,3
1996-11,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,140.2,,,,3
1996-11,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.627,,,,3
1996-11,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.517,,,,3
1996-11,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.495,,,,3
1996-11,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.529,,,,3
1996-11,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.086,,,,3
1996-11,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,27.116,,,,3
1996-11,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,47.974,,,,3
1996-11,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,25.585,,,,3
1996-11,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.798,,,,3
1996-11,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.136,,,,3
1996-11,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,19.651,,,,3
1996-11,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,28.898,,,,3
1996-12,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,137.325,,,,3
1996-12,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.785,,,,3
1996-12,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.332,,,,3
1996-12,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.687,,,,3
1996-12,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.034,,,,3
1996-12,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.732,,,,3
1996-12,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,25.323,,,,3
1996-12,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,51.955,,,,3
1996-12,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,21.9,,,,3
1996-12,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.175,,,,3
1996-12,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.33,,,,3
1996-12,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,18.395,,,,3
1996-12,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,26.362,,,,3
1997-01,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,134.585,,,,3
1997-01,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.173,,,,3
1997-01,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.956,,,,3
1997-01,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.218,,,,3
1997-01,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,7.555,,,,3
1997-01,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.444,,,,3
1997-01,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.9,,,,3
1997-01,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,50.194,,,,3
1997-01,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,24.225,,,,3
1997-01,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.008,,,,3
1997-01,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.036,,,,3
1997-01,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,20.181,,,,3
1997-01,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,22.093,,,,3
1997-02,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,148.65,,,,3
1997-02,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.563,,,,3
1997-02,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.471,,,,3
1997-02,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.19,,,,3
1997-02,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.879,,,,3
1997-02,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.023,,,,3
1997-02,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.792,,,,3
1997-02,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,54.56,,,,3
1997-02,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,31.409,,,,3
1997-02,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.792,,,,3
1997-02,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.802,,,,3
1997-02,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,25.815,,,,3
1997-02,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,28.326,,,,3
1997-03,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,142.875,,,,3
1997-03,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.388,,,,3
1997-03,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.206,,,,3
1997-03,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.262,,,,3
1997-03,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,8.184,,,,3
1997-03,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.736,,,,3
1997-03,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,25.622,,,,3
1997-03,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,53.508,,,,3
1997-03,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,28.4,,,,3
1997-03,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.109,,,,3
1997-03,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.964,,,,3
1997-03,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,24.327,,,,3
1997-03,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,23.957,,,,3
1997-04,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,143.226,,,,3
1997-04,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.653,,,,3
1997-04,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,0.843,,,,3
1997-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.346,,,,3
1997-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.89,,,,3
1997-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.574,,,,3
1997-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.267,,,,3
1997-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,56.353,,,,3
1997-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,29.086,,,,3
1997-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.19,,,,3
1997-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.642,,,,3
1997-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,23.254,,,,3
1997-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,24.867,,,,3
1997-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,150.19,,,,3
1997-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.054,,,,3
1997-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.457,,,,3
1997-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.698,,,,3
1997-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.578,,,,3
1997-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.321,,,,3
1997-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,25.931,,,,3
1997-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,52.661,,,,3
1997-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,29.216,,,,3
1997-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.877,,,,3
1997-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.788,,,,3
1997-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,23.551,,,,3
1997-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,35.328,,,,3
1997-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,144.494,,,,3
1997-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.117,,,,3
1997-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.532,,,,3
1997-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.679,,,,3
1997-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.044,,,,3
1997-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.862,,,,3
1997-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,26.72,,,,3
1997-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,47.959,,,,3
1997-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,28.058,,,,3
1997-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.925,,,,3
1997-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.277,,,,3
1997-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,22.856,,,,3
1997-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,33.64,,,,3
1997-07,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,154.708,,,,3
1997-07,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.408,,,,3
1997-07,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.574,,,,3
1997-07,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.712,,,,3
1997-07,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.177,,,,3
1997-07,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.945,,,,3
1997-07,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,30.468,,,,3
1997-07,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,52.958,,,,3
1997-07,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,29.291,,,,3
1997-07,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.86,,,,3
1997-07,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.218,,,,3
1997-07,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,23.213,,,,3
1997-07,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,32.583,,,,3
1997-08,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,154.431,,,,3
1997-08,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.917,,,,3
1997-08,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.585,,,,3
1997-08,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.335,,,,3
1997-08,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.162,,,,3
1997-08,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.835,,,,3
1997-08,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,27.534,,,,3
1997-08,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,58.752,,,,3
1997-08,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,27.782,,,,3
1997-08,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.14,,,,3
1997-08,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.97,,,,3
1997-08,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,22.672,,,,3
1997-08,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,31.446,,,,3
1997-09,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,152.78,,,,3
